09/11/11 00:33:56 INFO  James.Mailet: RemoteDelivery: Attempting delivery of Mail1320809214663-0-to-gmail.com to host gmail-smtp-in.l.google.com. at 74.125.157.26 for addresses [ulloamagallanes@gmail.com]
09/11/11 00:34:17 INFO  James.Mailet: RemoteDelivery: Could not connect to SMTP host: 74.125.157.26, port: 25
09/11/11 00:34:17 INFO  James.Mailet: RemoteDelivery: Attempting delivery of Mail1320809214663-0-to-gmail.com to host alt1.gmail-smtp-in.l.google.com. at 74.125.113.26 for addresses [ulloamagallanes@gmail.com]
09/11/11 00:34:38 INFO  James.Mailet: RemoteDelivery: Could not connect to SMTP host: 74.125.113.26, port: 25
09/11/11 00:34:38 INFO  James.Mailet: RemoteDelivery: Attempting delivery of Mail1320809214663-0-to-gmail.com to host alt2.gmail-smtp-in.l.google.com. at 209.85.143.27 for addresses [ulloamagallanes@gmail.com]
09/11/11 00:34:59 INFO  James.Mailet: RemoteDelivery: Could not connect to SMTP host: 209.85.143.27, port: 25
09/11/11 00:34:59 INFO  James.Mailet: RemoteDelivery: Attempting delivery of Mail1320809214663-0-to-gmail.com to host alt3.gmail-smtp-in.l.google.com. at 209.85.229.26 for addresses [ulloamagallanes@gmail.com]
09/11/11 00:35:20 INFO  James.Mailet: RemoteDelivery: Could not connect to SMTP host: 209.85.229.26, port: 25
09/11/11 00:35:20 INFO  James.Mailet: RemoteDelivery: Attempting delivery of Mail1320809214663-0-to-gmail.com to host alt4.gmail-smtp-in.l.google.com. at 74.125.79.27 for addresses [ulloamagallanes@gmail.com]
09/11/11 00:35:41 INFO  James.Mailet: RemoteDelivery: Could not connect to SMTP host: 74.125.79.27, port: 25
09/11/11 00:35:41 INFO  James.Mailet: RemoteDelivery: Temporary exception delivering mail (Mail1320809214663-0-to-gmail.com: 
09/11/11 00:35:41 INFO  James.Mailet: RemoteDelivery: Storing message Mail1320809214663-0-to-gmail.com into outgoing after 4 retries
09/11/11 00:35:41 INFO  James.Mailet: RemoteDelivery: Attempting delivery of Mail1320820437860-5-to-gmail.com to host gmail-smtp-in.l.google.com. at 74.125.157.26 for addresses [ulloamagallanes@gmail.com]
09/11/11 00:36:02 INFO  James.Mailet: RemoteDelivery: Could not connect to SMTP host: 74.125.157.26, port: 25
09/11/11 00:36:02 INFO  James.Mailet: RemoteDelivery: Attempting delivery of Mail1320820437860-5-to-gmail.com to host alt1.gmail-smtp-in.l.google.com. at 74.125.113.26 for addresses [ulloamagallanes@gmail.com]
09/11/11 00:36:23 INFO  James.Mailet: RemoteDelivery: Could not connect to SMTP host: 74.125.113.26, port: 25
09/11/11 00:36:23 INFO  James.Mailet: RemoteDelivery: Attempting delivery of Mail1320820437860-5-to-gmail.com to host alt2.gmail-smtp-in.l.google.com. at 209.85.143.27 for addresses [ulloamagallanes@gmail.com]
09/11/11 00:36:44 INFO  James.Mailet: RemoteDelivery: Could not connect to SMTP host: 209.85.143.27, port: 25
09/11/11 00:36:44 INFO  James.Mailet: RemoteDelivery: Attempting delivery of Mail1320820437860-5-to-gmail.com to host alt3.gmail-smtp-in.l.google.com. at 209.85.227.27 for addresses [ulloamagallanes@gmail.com]
09/11/11 00:37:05 INFO  James.Mailet: RemoteDelivery: Could not connect to SMTP host: 209.85.227.27, port: 25
09/11/11 00:37:05 INFO  James.Mailet: RemoteDelivery: Attempting delivery of Mail1320820437860-5-to-gmail.com to host alt4.gmail-smtp-in.l.google.com. at 74.125.79.27 for addresses [ulloamagallanes@gmail.com]
09/11/11 00:37:26 INFO  James.Mailet: RemoteDelivery: Could not connect to SMTP host: 74.125.79.27, port: 25
09/11/11 00:37:26 INFO  James.Mailet: RemoteDelivery: Temporary exception delivering mail (Mail1320820437860-5-to-gmail.com: 
